,estimated_stock_pct,quantity,temperature,category,unit_price,hour,day,dayofweek
3187,0.08,0.0,-0.6914015151515152,spices and herbs,0.49,9,3,3
3188,0.92,4.0,-0.6914015151515152,snacks,0.19,9,3,3
3189,0.61,0.0,-0.6914015151515152,spices and herbs,5.19,9,3,3
3190,0.99,0.0,-0.6914015151515152,seafood,10.19,9,3,3
3191,0.83,2.0,-0.6914015151515152,canned foods,2.99,9,3,3
3192,0.8,0.0,-0.6914015151515152,personal care,5.19,9,3,3
3193,0.488,0.0,-0.6914015151515152,canned foods,3.49,9,3,3
3194,0.71,0.0,-0.6914015151515152,frozen,11.19,9,3,3
3195,0.92,1.0,-0.6914015151515152,baby products,8.19,9,3,3
3196,0.31,0.0,-0.6914015151515152,baked goods,8.49,9,3,3
3197,0.26,0.0,-0.6914015151515152,spices and herbs,4.99,9,3,3
3198,0.515,2.0,-0.6914015151515152,meat,8.99,9,3,3
3199,0.05,0.0,-0.6914015151515152,meat,19.99,9,3,3
3200,0.8,0.0,-0.6914015151515152,packaged foods,6.99,9,3,3
3201,0.33,0.0,-0.6914015151515152,cleaning products,14.19,9,3,3
3202,0.83,0.0,-0.6914015151515152,canned foods,8.99,9,3,3
3203,0.63,0.0,-0.6914015151515152,spices and herbs,0.19,9,3,3
3204,0.595,0.0,-0.6914015151515152,snacks,3.19,9,3,3
3205,0.53,0.0,-0.6699555555555556,kitchen,11.19,10,3,3
3206,0.52,0.0,-0.6699555555555556,baby products,14.19,10,3,3
3207,0.47,0.0,-0.6699555555555556,pets,8.19,10,3,3
3208,0.57,4.0,-0.6699555555555556,canned foods,2.49,10,3,3
3209,0.39,7.0,-0.6699555555555556,fruit,0.49,10,3,3
3210,0.685,0.0,-0.6699555555555556,meat,12.49,10,3,3
3211,0.76,3.0,-0.6699555555555556,seafood,12.49,10,3,3
3212,0.03,0.0,-0.6699555555555556,refrigerated items,10.99,10,3,3
3213,0.01,0.0,-0.6699555555555556,dairy,9.49,10,3,3
3214,0.375,0.0,-0.6699555555555556,frozen,13.49,10,3,3
3215,0.45,7.0,-0.6699555555555556,pets,11.19,10,3,3
3216,0.19,0.0,-0.6699555555555556,meat,16.19,10,3,3
3217,0.95,0.0,-0.6699555555555556,cleaning products,16.99,10,3,3
3218,0.66,0.0,-0.6699555555555556,spices and herbs,4.99,10,3,3
3219,0.7,3.0,-0.6699555555555556,baking,2.99,10,3,3
3220,0.1,1.0,-0.6699555555555556,kitchen,13.19,10,3,3
3221,0.21,0.0,-0.6699555555555556,frozen,13.19,10,3,3
3222,0.92,0.0,-0.6699555555555556,medicine,19.99,10,3,3
3223,0.03,0.0,-0.6699555555555556,condiments and sauces,9.99,10,3,3
3224,0.08,0.0,-0.6699555555555556,medicine,20.49,10,3,3
3225,0.86,0.0,-0.6699555555555556,baked goods,8.99,10,3,3
3226,0.44,4.0,-0.6699555555555556,fruit,1.49,10,3,3
3227,0.4,0.0,-0.6699555555555556,seafood,20.49,10,3,3
3228,0.77,0.0,-0.6699555555555556,frozen,12.49,10,3,3
3229,0.05,0.0,-0.6699555555555556,baby products,10.19,10,3,3
3230,0.49,4.0,-0.6699555555555556,packaged foods,6.19,10,3,3
3231,0.63,0.0,-0.6699555555555556,snacks,0.49,10,3,3
3232,0.6950000000000001,0.0,-0.6699555555555556,beverages,16.19,10,3,3
3233,0.48,0.0,-0.6699555555555556,kitchen,18.49,10,3,3
3234,0.3433333333333333,0.0,-0.6699555555555556,cleaning products,13.49,10,3,3
3235,0.76,0.0,-0.6699555555555556,cheese,9.99,10,3,3
3236,0.675,2.0,-0.6699555555555556,kitchen,10.49,10,3,3
3237,0.18,0.0,-0.6699555555555556,kitchen,19.19,10,3,3
3238,0.265,2.0,-0.6699555555555556,cleaning products,10.99,10,3,3
3239,0.85,0.0,-0.6699555555555556,pets,14.49,10,3,3
3240,0.41500000000000004,0.0,-0.6699555555555556,baking,7.99,10,3,3
3241,0.7,2.0,-0.6699555555555556,refrigerated items,5.99,10,3,3
3242,0.33,0.0,-0.6699555555555556,cheese,5.49,10,3,3
3243,0.825,4.0,-0.6699555555555556,personal care,5.49,10,3,3
3244,0.4,0.0,-0.6699555555555556,baby products,14.99,10,3,3
3245,0.53,3.0,-0.6699555555555556,meat,16.19,10,3,3
3246,0.785,0.0,-0.6699555555555556,beverages,5.19,10,3,3
3247,0.36000000000000004,0.0,-0.6699555555555556,snacks,1.99,10,3,3
3248,0.47,0.0,-0.6699555555555556,snacks,3.19,10,3,3
3249,0.5433333333333333,0.0,-0.6699555555555556,refrigerated items,6.19,10,3,3
3250,0.89,0.0,-0.6699555555555556,frozen,11.49,10,3,3
3251,0.97,0.0,-0.6699555555555556,seafood,19.19,10,3,3
3252,0.31,0.0,-0.6699555555555556,kitchen,15.49,10,3,3
3253,0.5,0.0,-0.6699555555555556,meat,20.49,10,3,3
3254,0.8,0.0,-0.6699555555555556,baking,3.99,10,3,3
3255,0.26666666666666666,0.0,-0.6699555555555556,meat,11.99,10,3,3
3256,0.47,1.0,-0.6699555555555556,refrigerated items,6.49,10,3,3
3257,0.94,2.0,-0.6699555555555556,baked goods,4.19,10,3,3
3258,0.72,0.0,-0.6699555555555556,snacks,3.99,10,3,3
3259,0.31,0.0,-0.6699555555555556,baby products,15.19,10,3,3
3260,0.2,0.0,-0.6699555555555556,condiments and sauces,7.99,10,3,3
3261,0.99,0.0,-0.6699555555555556,baked goods,8.49,10,3,3
3262,0.36,0.0,-0.6699555555555556,baked goods,6.49,10,3,3
3263,0.96,0.0,-0.6699555555555556,dairy,9.49,10,3,3
3264,0.69,0.0,-0.6699555555555556,cheese,11.19,10,3,3
3265,0.625,1.0,-0.6699555555555556,dairy,5.99,10,3,3
3266,0.44,0.0,-0.6699555555555556,frozen,8.99,10,3,3
3267,0.21,0.0,-0.6699555555555556,beverages,10.49,10,3,3
3268,0.14,0.0,-0.6699555555555556,snacks,0.19,10,3,3
3269,0.46499999999999997,0.0,-0.6699555555555556,cleaning products,8.49,10,3,3
3270,0.68,3.0,-0.6699555555555556,condiments and sauces,4.19,10,3,3
3271,0.42,0.0,-0.6699555555555556,beverages,6.19,10,3,3
3272,0.38,0.0,-0.6699555555555556,seafood,19.49,10,3,3
3273,0.475,0.0,-0.6699555555555556,condiments and sauces,9.19,10,3,3
3274,0.39,0.0,-0.6699555555555556,personal care,8.49,10,3,3
3275,0.11,0.0,-0.6699555555555556,frozen,5.99,10,3,3
3276,0.65,3.0,-0.6699555555555556,refrigerated items,8.99,10,3,3
3277,0.7749999999999999,0.0,-0.6699555555555556,vegetables,2.49,10,3,3
3278,0.02,0.0,-0.6699555555555556,kitchen,17.19,10,3,3
3279,0.59,0.0,-0.6699555555555556,condiments and sauces,4.99,10,3,3
3280,0.1,0.0,-0.6699555555555556,spices and herbs,3.99,10,3,3
3281,0.7466666666666667,0.0,-0.6699555555555556,baking,6.99,10,3,3
3282,0.045000000000000005,3.0,-0.6699555555555556,cleaning products,15.49,10,3,3
3283,0.97,0.0,-0.6699555555555556,beverages,16.19,10,3,3
3284,0.64,5.0,-0.6699555555555556,pets,14.19,10,3,3
3285,0.77,3.0,-0.6699555555555556,seafood,10.19,10,3,3
3286,0.48,0.0,-0.6699555555555556,baked goods,10.99,10,3,3
3287,0.83,0.0,-0.6699555555555556,cheese,4.99,10,3,3
3288,0.52,0.0,-0.6699555555555556,snacks,1.19,10,3,3
3289,0.39,0.0,-0.6699555555555556,frozen,7.19,10,3,3
3290,0.205,0.0,-0.6699555555555556,baby products,7.19,10,3,3
3291,0.53,0.0,-0.6699555555555556,refrigerated items,7.19,10,3,3
3292,0.05,0.0,-0.6699555555555556,cleaning products,9.49,10,3,3
3293,0.69,0.0,-0.6699555555555556,meat,11.49,10,3,3
3294,0.305,11.0,-0.6699555555555556,fruit,0.19,10,3,3
3295,0.27,1.0,-0.6699555555555556,spices and herbs,4.19,10,3,3
3296,0.63,2.0,-0.6699555555555556,medicine,12.99,10,3,3
3297,0.34,0.0,-0.6699555555555556,spices and herbs,2.49,10,3,3
3298,0.78,0.0,-0.6699555555555556,personal care,14.49,10,3,3
3299,0.08,0.0,-0.6699555555555556,medicine,10.19,10,3,3
3300,0.31,0.0,-0.6699555555555556,spices and herbs,2.19,10,3,3
3301,0.31333333333333335,0.0,-0.6699555555555556,vegetables,1.49,10,3,3
3302,0.75,3.0,-0.6699555555555556,baby products,12.99,10,3,3
3303,0.03,0.0,-0.6699555555555556,beverages,7.99,10,3,3
3304,0.12,0.0,-0.6699555555555556,kitchen,10.19,10,3,3
3305,0.4,4.0,-0.6699555555555556,dairy,6.49,10,3,3
3306,0.24,0.0,-0.6699555555555556,cheese,5.49,10,3,3
3307,0.73,0.0,-0.6699555555555556,packaged foods,8.49,10,3,3
3308,0.3233333333333333,4.0,-0.6699555555555556,packaged foods,4.99,10,3,3
3309,0.63,0.0,-0.6699555555555556,medicine,22.19,10,3,3
3310,0.13,0.0,-0.6699555555555556,medicine,23.99,10,3,3
3311,0.17,0.0,-0.6699555555555556,frozen,11.99,10,3,3
3312,0.91,0.0,-0.6699555555555556,baby products,9.99,10,3,3
3313,0.33,0.0,-0.6699555555555556,beverages,12.49,10,3,3
3314,0.48,0.0,-0.6699555555555556,dairy,7.19,10,3,3
3315,0.255,1.0,-0.6699555555555556,frozen,13.99,10,3,3
3316,0.04,0.0,-0.6699555555555556,baking,2.49,10,3,3
3317,0.71,0.0,-0.6699555555555556,cleaning products,14.19,10,3,3
3318,0.94,0.0,-0.6699555555555556,packaged foods,3.49,10,3,3
3319,0.53,7.0,-0.6699555555555556,vegetables,4.99,10,3,3
3320,0.6233333333333334,0.0,-0.6699555555555556,fruit,3.99,10,3,3
3321,0.06,0.0,-0.6699555555555556,canned foods,7.49,10,3,3
3322,0.07,4.0,-0.6699555555555556,seafood,18.49,10,3,3
3323,0.18,0.0,-0.6699555555555556,canned foods,8.19,10,3,3
3324,0.165,0.0,-0.6699555555555556,cleaning products,11.99,10,3,3
3325,0.17,0.0,-0.6699555555555556,pets,8.99,10,3,3
3326,0.7,0.0,-0.6699555555555556,spices and herbs,0.49,10,3,3
3327,0.51,0.0,-0.6699555555555556,condiments and sauces,9.19,10,3,3
3328,0.78,4.0,-0.6699555555555556,medicine,14.99,10,3,3
3329,0.26,1.0,-0.6699555555555556,baby products,13.49,10,3,3
3330,0.535,0.0,-0.6699555555555556,packaged foods,5.49,10,3,3
3331,0.075,0.0,-0.6699555555555556,pets,11.99,10,3,3
3332,0.5,0.0,-0.6699555555555556,meat,12.19,10,3,3
3333,0.25,0.0,-0.6699555555555556,spices and herbs,5.19,10,3,3
3334,0.51,3.0,-0.6699555555555556,seafood,10.19,10,3,3
3335,0.86,3.0,-0.6699555555555556,vegetables,4.19,10,3,3
3336,0.71,0.0,-0.6699555555555556,canned foods,2.99,10,3,3
3337,0.5233333333333333,2.0,-0.6699555555555556,personal care,5.19,10,3,3
3338,0.72,0.0,-0.6699555555555556,condiments and sauces,9.19,10,3,3
3339,0.5866666666666667,0.0,-0.6699555555555556,personal care,12.19,10,3,3
3340,0.04,0.0,-0.6699555555555556,canned foods,3.49,10,3,3
3341,0.58,0.0,-0.6699555555555556,baby products,8.19,10,3,3
3342,0.54,0.0,-0.6699555555555556,baking,2.19,10,3,3
3343,0.07,1.0,-0.6699555555555556,baking,7.49,10,3,3
3344,0.42,0.0,-0.6699555555555556,beverages,11.49,10,3,3
3345,0.86,0.0,-0.6699555555555556,canned foods,8.49,10,3,3
3346,0.26,0.0,-0.6699555555555556,beverages,8.19,10,3,3
3347,0.76,0.0,-0.6699555555555556,baked goods,10.49,10,3,3
3348,0.15,2.0,-0.6699555555555556,snacks,0.49,10,3,3
3349,0.48,4.0,-0.6699555555555556,meat,8.99,10,3,3
3350,0.39,0.0,-0.6699555555555556,condiments and sauces,5.49,10,3,3
3351,0.63,1.0,-0.6699555555555556,meat,19.99,10,3,3
3352,0.69,0.0,-0.6699555555555556,packaged foods,6.99,10,3,3
3353,0.38,0.0,-0.6699555555555556,meat,14.99,10,3,3
3354,0.34,3.0,-0.6699555555555556,canned foods,8.99,10,3,3
3355,0.24,0.0,-0.6699555555555556,condiments and sauces,8.49,10,3,3
3356,0.05,0.0,-0.6699555555555556,beverages,14.19,10,3,3
3357,0.615,1.0,-0.6699555555555556,medicine,15.49,10,3,3
3358,0.275,0.0,-0.6699555555555556,spices and herbs,0.19,10,3,3
3359,0.16,0.0,-0.6699555555555556,baking,7.99,10,3,3
3360,0.73,3.0,-0.6699555555555556,snacks,3.19,10,3,3
3361,0.55,0.0,-0.6231325301204819,kitchen,11.19,11,3,3
3362,0.08,5.0,-0.6231325301204819,vegetables,1.49,11,3,3
3363,0.07,0.0,-0.6231325301204819,beverages,20.19,11,3,3
3364,0.23,1.0,-0.6231325301204819,fruit,0.49,11,3,3
3365,0.86,0.0,-0.6231325301204819,meat,12.49,11,3,3
3366,0.54,10.0,-0.6231325301204819,refrigerated items,10.99,11,3,3
3367,0.79,3.0,-0.6231325301204819,meat,16.19,11,3,3
3368,0.5233333333333333,3.0,-0.6231325301204819,fruit,3.99,11,3,3
3369,0.26,0.0,-0.6231325301204819,spices and herbs,4.99,11,3,3
3370,0.365,0.0,-0.6231325301204819,baking,2.99,11,3,3
3371,0.31,0.0,-0.6231325301204819,frozen,13.19,11,3,3
3372,0.35,2.0,-0.6231325301204819,baking,8.19,11,3,3
3373,0.3,0.0,-0.6231325301204819,seafood,20.49,11,3,3
3374,0.35,0.0,-0.6231325301204819,personal care,16.99,11,3,3
3375,0.605,0.0,-0.6231325301204819,baking,7.49,11,3,3
3376,0.44499999999999995,0.0,-0.6231325301204819,refrigerated items,4.49,11,3,3
3377,0.7050000000000001,0.0,-0.6231325301204819,baked goods,6.99,11,3,3
3378,0.56,2.0,-0.6231325301204819,kitchen,18.19,11,3,3
3379,0.36,0.0,-0.6231325301204819,dairy,8.19,11,3,3
3380,0.36,0.0,-0.6231325301204819,kitchen,18.49,11,3,3
3381,0.47,0.0,-0.6231325301204819,condiments and sauces,9.49,11,3,3
3382,0.61,0.0,-0.6231325301204819,spices and herbs,3.49,11,3,3
3383,0.43,0.0,-0.6231325301204819,baking,8.19,11,3,3
3384,0.79,0.0,-0.6231325301204819,cheese,9.99,11,3,3
3385,0.26,0.0,-0.6231325301204819,kitchen,10.49,11,3,3
3386,0.47,0.0,-0.6231325301204819,baked goods,4.99,11,3,3
3387,0.14333333333333334,0.0,-0.6231325301204819,cleaning products,10.99,11,3,3
3388,0.93,0.0,-0.6231325301204819,refrigerated items,3.49,11,3,3
3389,0.78,6.0,-0.6231325301204819,frozen,4.99,11,3,3
3390,0.06,0.0,-0.6231325301204819,refrigerated items,5.99,11,3,3
3391,0.6766666666666666,0.0,-0.6231325301204819,kitchen,16.19,11,3,3
3392,0.9,0.0,-0.6231325301204819,beverages,16.49,11,3,3
3393,0.5299999999999999,0.0,-0.6231325301204819,personal care,5.49,11,3,3
3394,0.17,0.0,-0.6231325301204819,baby products,14.99,11,3,3
3395,0.665,0.0,-0.6231325301204819,meat,16.19,11,3,3
3396,0.665,3.0,-0.6231325301204819,beverages,5.19,11,3,3
3397,0.07,0.0,-0.6231325301204819,seafood,18.49,11,3,3
3398,0.51,0.0,-0.6231325301204819,snacks,3.19,11,3,3
3399,0.2,0.0,-0.6231325301204819,condiments and sauces,5.19,11,3,3
3400,0.5475,0.0,-0.6231325301204819,seafood,19.19,11,3,3
3401,0.4,0.0,-0.6231325301204819,kitchen,15.49,11,3,3
3402,0.44,0.0,-0.6231325301204819,meat,20.49,11,3,3
3403,0.48,0.0,-0.6231325301204819,personal care,3.49,11,3,3
3404,0.12,0.0,-0.6231325301204819,packaged foods,7.19,11,3,3
3405,0.39,0.0,-0.6231325301204819,baby products,15.19,11,3,3
3406,0.62,0.0,-0.6231325301204819,beverages,14.49,11,3,3
3407,0.275,0.0,-0.6231325301204819,cheese,11.19,11,3,3
3408,0.515,0.0,-0.6231325301204819,frozen,8.99,11,3,3
3409,0.7,0.0,-0.6231325301204819,refrigerated items,10.99,11,3,3
3410,0.52,0.0,-0.6231325301204819,personal care,16.19,11,3,3
3411,0.28,0.0,-0.6231325301204819,personal care,9.99,11,3,3
3412,0.39,0.0,-0.6231325301204819,seafood,16.49,11,3,3
3413,0.8,4.0,-0.6231325301204819,packaged foods,2.49,11,3,3
3414,0.61,0.0,-0.6231325301204819,cleaning products,8.49,11,3,3
3415,0.02,0.0,-0.6231325301204819,seafood,19.49,11,3,3
3416,0.44999999999999996,0.0,-0.6231325301204819,personal care,8.49,11,3,3
3417,0.75,0.0,-0.6231325301204819,refrigerated items,8.99,11,3,3
3418,0.5,0.0,-0.6231325301204819,vegetables,2.49,11,3,3
3419,0.315,0.0,-0.6231325301204819,kitchen,17.19,11,3,3
3420,0.19,0.0,-0.6231325301204819,condiments and sauces,4.99,11,3,3
3421,0.06,0.0,-0.6231325301204819,baking,6.99,11,3,3
3422,0.36,4.0,-0.6231325301204819,refrigerated items,8.19,11,3,3
3423,0.09,0.0,-0.6231325301204819,baked goods,10.19,11,3,3
3424,0.11,0.0,-0.6231325301204819,frozen,7.19,11,3,3
3425,0.14,0.0,-0.6231325301204819,baked goods,10.49,11,3,3
3426,0.8,4.0,-0.6231325301204819,cleaning products,15.49,11,3,3
3427,0.5499999999999999,0.0,-0.6231325301204819,medicine,20.99,11,3,3
3428,1.0,1.0,-0.6231325301204819,cheese,6.49,11,3,3
3429,0.61,3.0,-0.6231325301204819,dairy,7.19,11,3,3
3430,0.09,1.0,-0.6231325301204819,cleaning products,16.99,11,3,3
3431,0.06,2.0,-0.6231325301204819,seafood,10.19,11,3,3
3432,0.28,2.0,-0.6231325301204819,baking,7.19,11,3,3
3433,0.46499999999999997,0.0,-0.6231325301204819,baked goods,10.99,11,3,3
3434,0.98,0.0,-0.6231325301204819,snacks,1.19,11,3,3
3435,0.61,0.0,-0.6231325301204819,medicine,11.49,11,3,3
3436,0.4,0.0,-0.6231325301204819,baby products,7.19,11,3,3
3437,0.665,7.0,-0.6231325301204819,fruit,0.19,11,3,3
3438,0.16,3.0,-0.6231325301204819,canned foods,8.99,11,3,3
3439,0.14,0.0,-0.6231325301204819,cleaning products,9.49,11,3,3
3440,0.6366666666666666,0.0,-0.6231325301204819,meat,11.49,11,3,3
3441,0.825,0.0,-0.6231325301204819,fruit,4.49,11,3,3
3442,0.6399999999999999,2.0,-0.6231325301204819,fruit,0.19,11,3,3
3443,0.22499999999999998,2.0,-0.6231325301204819,spices and herbs,0.19,11,3,3
3444,0.96,0.0,-0.6231325301204819,spices and herbs,4.19,11,3,3
3445,0.2,0.0,-0.6231325301204819,spices and herbs,2.49,11,3,3
3446,0.02,0.0,-0.6231325301204819,condiments and sauces,8.19,11,3,3
3447,0.22,0.0,-0.6231325301204819,medicine,10.19,11,3,3
3448,0.95,0.0,-0.6231325301204819,pets,9.49,11,3,3
3449,0.29,0.0,-0.6231325301204819,baby products,12.99,11,3,3
3450,0.39,0.0,-0.6231325301204819,packaged foods,2.99,11,3,3
3451,0.2,0.0,-0.6231325301204819,beverages,19.99,11,3,3
3452,0.38,0.0,-0.6231325301204819,vegetables,1.49,11,3,3
3453,0.16,0.0,-0.6231325301204819,packaged foods,8.49,11,3,3
3454,0.6825000000000001,0.0,-0.6231325301204819,packaged foods,4.99,11,3,3
3455,0.67,0.0,-0.6231325301204819,baked goods,5.99,11,3,3
3456,0.54,0.0,-0.6231325301204819,medicine,22.19,11,3,3
3457,0.4,0.0,-0.6231325301204819,meat,18.49,11,3,3
3458,1.0,0.0,-0.6231325301204819,snacks,1.99,11,3,3
3459,0.32,0.0,-0.6231325301204819,frozen,11.99,11,3,3
3460,0.04,0.0,-0.6231325301204819,cheese,9.99,11,3,3
3461,0.645,0.0,-0.6231325301204819,baby products,9.99,11,3,3
3462,0.525,6.0,-0.6231325301204819,vegetables,1.99,11,3,3
3463,0.4,1.0,-0.6231325301204819,snacks,1.49,11,3,3
3464,0.615,0.0,-0.6231325301204819,dairy,7.19,11,3,3
3465,0.74,0.0,-0.6231325301204819,frozen,13.99,11,3,3
3466,0.89,2.0,-0.6231325301204819,snacks,2.99,11,3,3
3467,0.69,0.0,-0.6231325301204819,cleaning products,14.19,11,3,3
3468,0.63,0.0,-0.6231325301204819,packaged foods,3.49,11,3,3
3469,0.63,3.0,-0.6231325301204819,vegetables,4.99,11,3,3
3470,0.71,0.0,-0.6231325301204819,personal care,7.49,11,3,3
3471,0.7,1.0,-0.6231325301204819,canned foods,8.19,11,3,3
3472,0.42,0.0,-0.6231325301204819,cheese,14.99,11,3,3
3473,0.68,4.0,-0.6231325301204819,beverages,15.99,11,3,3
3474,0.7,0.0,-0.6231325301204819,refrigerated items,8.99,11,3,3
3475,0.17,0.0,-0.6231325301204819,cleaning products,11.99,11,3,3
3476,0.65,0.0,-0.6231325301204819,pets,8.99,11,3,3
3477,0.86,0.0,-0.6231325301204819,cleaning products,14.19,11,3,3
3478,0.89,0.0,-0.6231325301204819,condiments and sauces,9.19,11,3,3
3479,0.29,4.0,-0.6231325301204819,dairy,8.19,11,3,3
3480,0.905,0.0,-0.6231325301204819,pets,11.99,11,3,3
3481,0.16,0.0,-0.6231325301204819,spices and herbs,0.49,11,3,3
3482,0.55,0.0,-0.6231325301204819,snacks,4.49,11,3,3
3483,0.715,4.0,-0.6231325301204819,medicine,21.99,11,3,3
3484,0.21,4.0,-0.6231325301204819,vegetables,4.19,11,3,3
3485,0.605,0.0,-0.6231325301204819,cheese,5.99,11,3,3
3486,0.89,3.0,-0.6231325301204819,canned foods,3.49,11,3,3
3487,0.5,0.0,-0.6231325301204819,baking,2.19,11,3,3
3488,0.5466666666666666,6.0,-0.6231325301204819,packaged foods,2.19,11,3,3
3489,0.2,10.0,-0.6231325301204819,canned foods,8.49,11,3,3
3490,0.78,0.0,-0.6231325301204819,meat,8.99,11,3,3
3491,0.5700000000000001,0.0,-0.6231325301204819,condiments and sauces,5.49,11,3,3
3492,0.28,0.0,-0.6231325301204819,meat,14.99,11,3,3
3493,0.99,0.0,-0.6231325301204819,beverages,5.19,11,3,3
3494,0.23,0.0,-0.6231325301204819,cleaning products,14.19,11,3,3
3495,0.66,0.0,-0.6231325301204819,canned foods,8.99,11,3,3
3496,0.39,0.0,-0.6231325301204819,beverages,14.19,11,3,3
3497,0.61,0.0,-0.6231325301204819,medicine,15.49,11,3,3
3498,0.61,0.0,-0.6231325301204819,baking,7.99,11,3,3
3499,0.31,0.0,-0.6231325301204819,snacks,3.19,11,3,3
3500,0.19,0.0,-0.5781786941580757,kitchen,11.19,12,3,3
3501,0.16,4.0,-0.5781786941580757,baby products,14.19,12,3,3
3502,0.83,0.0,-0.5781786941580757,beverages,20.19,12,3,3
3503,0.98,0.0,-0.5781786941580757,meat,12.49,12,3,3
3504,0.05,0.0,-0.5781786941580757,frozen,13.49,12,3,3
3505,0.25,0.0,-0.5781786941580757,meat,16.19,12,3,3
3506,0.27,13.0,-0.5781786941580757,fruit,3.99,12,3,3
3507,0.8,0.0,-0.5781786941580757,frozen,13.19,12,3,3
3508,0.47333333333333333,0.0,-0.5781786941580757,medicine,19.99,12,3,3
3509,0.68,0.0,-0.5781786941580757,condiments and sauces,9.99,12,3,3
3510,0.61,0.0,-0.5781786941580757,medicine,20.49,12,3,3
3511,0.08,0.0,-0.5781786941580757,baking,8.19,12,3,3
3512,0.54,2.0,-0.5781786941580757,fruit,1.49,12,3,3
3513,0.42500000000000004,0.0,-0.5781786941580757,baking,7.49,12,3,3
3514,0.93,0.0,-0.5781786941580757,refrigerated items,4.49,12,3,3
3515,0.7166666666666667,4.0,-0.5781786941580757,pets,8.49,12,3,3
3516,0.53,0.0,-0.5781786941580757,kitchen,18.19,12,3,3
3517,0.3,0.0,-0.5781786941580757,baby products,10.19,12,3,3
3518,0.1,0.0,-0.5781786941580757,packaged foods,6.19,12,3,3
3519,0.66,0.0,-0.5781786941580757,cleaning products,16.49,12,3,3
3520,0.37,0.0,-0.5781786941580757,snacks,0.49,12,3,3
3521,0.74,0.0,-0.5781786941580757,dairy,8.19,12,3,3
3522,0.59,0.0,-0.5781786941580757,cheese,9.99,12,3,3
3523,0.36,1.0,-0.5781786941580757,kitchen,10.49,12,3,3
3524,0.82,0.0,-0.5781786941580757,baked goods,4.99,12,3,3
3525,0.07,0.0,-0.5781786941580757,baking,7.99,12,3,3
3526,0.58,4.0,-0.5781786941580757,packaged foods,6.19,12,3,3
3527,0.42,2.0,-0.5781786941580757,cleaning products,7.49,12,3,3
3528,0.12,0.0,-0.5781786941580757,frozen,11.99,12,3,3
3529,0.425,2.0,-0.5781786941580757,baked goods,5.49,12,3,3
3530,0.335,0.0,-0.5781786941580757,baby products,14.99,12,3,3
3531,0.865,0.0,-0.5781786941580757,meat,16.19,12,3,3
3532,0.65,3.0,-0.5781786941580757,seafood,18.49,12,3,3
3533,0.41,0.0,-0.5781786941580757,canned foods,7.19,12,3,3
3534,0.415,0.0,-0.5781786941580757,snacks,3.19,12,3,3
3535,0.16,4.0,-0.5781786941580757,fruit,0.49,12,3,3
3536,0.39,0.0,-0.5781786941580757,frozen,11.49,12,3,3
3537,0.18,0.0,-0.5781786941580757,seafood,19.19,12,3,3
3538,0.87,1.0,-0.5781786941580757,kitchen,15.49,12,3,3
3539,0.03,0.0,-0.5781786941580757,meat,20.49,12,3,3
3540,0.61,4.0,-0.5781786941580757,baking,3.99,12,3,3
3541,0.69,3.0,-0.5781786941580757,meat,11.99,12,3,3
3542,0.33,4.0,-0.5781786941580757,fruit,3.99,12,3,3
3543,0.55,0.0,-0.5781786941580757,baby products,12.19,12,3,3
3544,0.575,4.0,-0.5781786941580757,packaged foods,7.19,12,3,3
3545,0.6,0.0,-0.5781786941580757,baby products,15.19,12,3,3
3546,0.57,3.0,-0.5781786941580757,cheese,10.99,12,3,3
3547,0.04,0.0,-0.5781786941580757,seafood,12.99,12,3,3
3548,0.67,0.0,-0.5781786941580757,frozen,5.49,12,3,3
3549,0.76,0.0,-0.5781786941580757,baked goods,6.49,12,3,3
3550,0.44,2.0,-0.5781786941580757,beverages,14.49,12,3,3
3551,0.46499999999999997,0.0,-0.5781786941580757,dairy,9.49,12,3,3
3552,0.7,0.0,-0.5781786941580757,dairy,5.99,12,3,3
3553,0.17,0.0,-0.5781786941580757,personal care,16.19,12,3,3
3554,0.17,0.0,-0.5781786941580757,cleaning products,8.49,12,3,3
3555,0.46,0.0,-0.5781786941580757,seafood,19.49,12,3,3
3556,0.23,0.0,-0.5781786941580757,condiments and sauces,9.19,12,3,3
3557,0.91,0.0,-0.5781786941580757,baked goods,10.19,12,3,3
3558,0.27,1.0,-0.5781786941580757,vegetables,2.49,12,3,3
3559,0.11,0.0,-0.5781786941580757,refrigerated items,8.19,12,3,3
3560,0.8,0.0,-0.5781786941580757,vegetables,0.49,12,3,3
3561,0.41,0.0,-0.5781786941580757,baked goods,10.19,12,3,3
3562,0.75,0.0,-0.5781786941580757,snacks,2.99,12,3,3
3563,0.9,0.0,-0.5781786941580757,beverages,16.19,12,3,3
3564,0.26,0.0,-0.5781786941580757,medicine,20.99,12,3,3
3565,0.84,0.0,-0.5781786941580757,baby products,12.49,12,3,3
3566,0.8600000000000001,4.0,-0.5781786941580757,cheese,6.49,12,3,3
3567,0.58,0.0,-0.5781786941580757,baked goods,4.99,12,3,3
3568,0.3,0.0,-0.5781786941580757,baking,7.19,12,3,3
3569,0.91,1.0,-0.5781786941580757,cheese,4.99,12,3,3
3570,0.66,0.0,-0.5781786941580757,medicine,11.49,12,3,3
3571,0.78,0.0,-0.5781786941580757,frozen,7.19,12,3,3
3572,0.71,7.0,-0.5781786941580757,fruit,0.19,12,3,3
